Dataset,Method,1-SPFP,1-SPFN,SP-Score,TC,Modeler,Compression,Average Pairwise P-Distance,Maximum Pairwise P-Distance,Number of Sequences,Reference Length,Estimated Length,Maximum Ungapped Length,Sequence Length Heterogeneity,Gappiness Percentage,Average Gap Length,Median Gap Length,1-SPFP(masked),1-SPFN(masked),TC(masked),Compression(masked),Average Terminal Gap length
int,DefaultProbCons,0.128061581526,0.101893095768,0.114977338647,0.0049504950495,0.128061581526,1.41552511416,0.774687089415,0.826315789474,5.0,219.0,310.0,208.0,0.0634963122041,0.123287671233,4.35483870968,3.0,0.128061581526,0.101893095768,0.0049504950495,1.41552511416,6.8
aadh,DefaultProbCons,0.453291814947,0.383731877236,0.418511846091,0.0453514739229,0.453291814947,1.37822878229,0.617725309167,0.811209439528,8.0,542.0,747.0,501.0,0.113301344791,0.234086715867,7.68939393939,3.0,0.453291814947,0.383731877236,0.0453514739229,1.37822878229,16.5
fer2,DefaultProbCons,0.481160814494,0.41802479454,0.449592804517,0.0344827586207,0.481160814494,1.6218487395,0.546840027063,0.862068965517,13.0,119.0,193.0,106.0,0.0393778586237,0.17323852618,2.85106382979,2.0,0.481160814494,0.41802479454,0.0344827586207,1.6218487395,1.15384615385
p450,DefaultProbCons,0.139765662363,0.0961546370553,0.117960149709,0.0060120240481,0.139765662363,2.08984375,0.792211690466,0.87027027027,12.0,512.0,1070.0,456.0,0.0726507764118,0.203125,3.94936708861,2.0,0.139765662363,0.0961546370553,0.0060120240481,2.08984375,8.79166666667
NTP_transferase,DefaultProbCons,0.361337683524,0.303009575923,0.332173629724,0.138157894737,0.361337683524,1.22508038585,0.676688133147,0.811158798283,4.0,311.0,381.0,292.0,0.0890731271552,0.132636655949,4.85294117647,2.0,0.361337683524,0.303009575923,0.138157894737,1.22508038585,12.75
RuBisCO_large,DefaultProbCons,0.532061762035,0.451518421458,0.491790091746,0.0906344410876,0.532061762035,1.47368421053,0.495801500542,0.696666666667,7.0,342.0,504.0,329.0,0.029733857928,0.0639097744361,3.12244897959,1.0,0.532061762035,0.451518421458,0.0906344410876,1.47368421053,2.5
annexin,DefaultProbCons,0.649892163911,0.573725407235,0.611808785573,0.286163522013,0.649892163911,1.30340557276,0.428456546658,0.536507936508,6.0,323.0,421.0,323.0,0.00968512989969,0.0180598555212,4.375,5.0,0.649892163911,0.573725407235,0.286163522013,1.30340557276,2.91666666667
fbpase,DefaultProbCons,0.713133640553,0.672826086957,0.692979863755,0.369565217391,0.713133640553,1.09577464789,0.321474752932,0.544554455446,4.0,355.0,389.0,333.0,0.0253630584896,0.0943661971831,10.3076923077,11.0,0.713133640553,0.672826086957,0.369565217391,1.09577464789,5.625
DNA_PPF,DefaultProbCons,0.338680926916,0.308441558442,0.323561242679,0.0687022900763,0.338680926916,1.16030534351,0.674867493739,0.917525773196,4.0,131.0,152.0,118.0,0.0405158083642,0.129770992366,3.09090909091,3.0,0.338680926916,0.308441558442,0.0687022900763,1.16030534351,2.75
PH,DefaultProbCons,0.0736530675802,0.0641965255157,0.068924796548,0.0,0.0736530675802,1.40350877193,0.833790256979,0.957446808511,13.0,228.0,320.0,163.0,0.16198317727,0.463562753036,9.47586206897,6.0,0.0736530675802,0.0641965255157,0.0,1.40350877193,19.2307692308
ghf1,DefaultProbCons,0.458311373458,0.390936881856,0.424624127657,0.037773359841,0.458311373458,1.39145907473,0.616057231521,0.769784172662,8.0,562.0,782.0,490.0,0.115453106187,0.207962633452,7.3046875,3.0,0.458311373458,0.390936881856,0.037773359841,1.39145907473,20.4375
intb,DefaultProbCons,0.260459634649,0.235106382979,0.247783008814,0.0,0.260459634649,1.27160493827,0.702234165326,0.941176470588,6.0,162.0,206.0,151.0,0.0854253714939,0.149176954733,2.63636363636,2.0,0.260459634649,0.235106382979,0.0,1.27160493827,1.83333333333
cat3,DefaultProbCons,0.192167577413,0.162058371736,0.177112974575,0.0082304526749,0.192167577413,1.27843137255,0.752409548259,0.905,4.0,255.0,326.0,243.0,0.0592210601504,0.0901960784314,2.96774193548,2.0,0.192167577413,0.162058371736,0.0082304526749,1.27843137255,4.0
HATPase_c,DefaultProbCons,0.202859696157,0.173879739563,0.18836971786,0.00387596899225,0.202859696157,1.36882129278,0.754982275496,0.865168539326,6.0,263.0,360.0,219.0,0.0712854456643,0.2154626109,4.35897435897,2.0,0.202859696157,0.173879739563,0.00387596899225,1.36882129278,6.66666666667
ferritin,DefaultProbCons,0.800220750552,0.752074688797,0.776147719674,0.575581395349,0.800220750552,1.11560693642,0.395941660193,0.482352941176,4.0,173.0,193.0,172.0,0.0530027046402,0.0375722543353,4.33333333333,1.0,0.800220750552,0.752074688797,0.575581395349,1.11560693642,0.75
TNF,DefaultProbCons,0.349489795918,0.295683453237,0.322586624578,0.0509554140127,0.349489795918,1.29545454545,0.68045391178,0.785714285714,5.0,176.0,228.0,163.0,0.0519417936567,0.15,3.66666666667,1.0,0.349489795918,0.295683453237,0.0509554140127,1.29545454545,1.4
RGS,DefaultProbCons,0.377329192547,0.318062827225,0.347696009886,0.139705882353,0.377329192547,1.26351351351,0.666708669355,0.75,4.0,148.0,187.0,147.0,0.0688234665916,0.0945945945946,3.11111111111,2.0,0.377329192547,0.318062827225,0.139705882353,1.26351351351,3.375
asp,DefaultProbCons,0.441602816318,0.343342456931,0.392472636625,0.0427807486631,0.441602816318,1.85,0.625086429257,0.751612903226,13.0,380.0,703.0,357.0,0.0356079203998,0.126113360324,2.73245614035,2.0,0.441602816318,0.343342456931,0.0427807486631,1.85,3.42307692308
BIR,DefaultProbCons,0.321739130435,0.277673545966,0.299706338201,0.0857142857143,0.321739130435,1.12121212121,0.637616691285,0.704545454545,4.0,165.0,185.0,136.0,0.18687617751,0.328787878788,13.5625,6.0,0.321739130435,0.277673545966,0.0857142857143,1.12121212121,21.125
aldosered,DefaultProbCons,0.439693192713,0.381277020286,0.4104851065,0.0338461538462,0.439693192713,1.33419689119,0.584260852841,0.787072243346,7.0,386.0,515.0,325.0,0.0495230122431,0.19467061436,5.1067961165,3.0,0.439693192713,0.381277020286,0.0338461538462,1.33419689119,5.85714285714
lyase_1,DefaultProbCons,0.278410750803,0.235308641975,0.256859696389,0.0357852882704,0.278410750803,1.31506849315,0.691226146996,0.84358974359,5.0,511.0,672.0,459.0,0.0333925400111,0.129941291585,5.82456140351,2.0,0.278410750803,0.235308641975,0.0357852882704,1.31506849315,16.0
Fapy_DNA_glyco,DefaultProbCons,0.345967741935,0.282608695652,0.314288218794,0.101503759398,0.345967741935,1.29749103943,0.596884675783,0.64,4.0,279.0,362.0,266.0,0.010983867393,0.0600358422939,3.35,1.5,0.345967741935,0.282608695652,0.101503759398,1.29749103943,1.0
tms,DefaultProbCons,0.452560873216,0.412868632708,0.432714752962,0.154385964912,0.452560873216,1.13165266106,0.540818317462,0.631782945736,5.0,357.0,404.0,316.0,0.0681752457675,0.201680672269,10.0,7.0,0.452560873216,0.412868632708,0.154385964912,1.13165266106,1.3
Ribosomal_L6_D,DefaultProbCons,0.102244389027,0.0936073059361,0.0979258474818,0.0,0.102244389027,1.09708737864,0.821860771164,0.898550724638,4.0,103.0,113.0,93.0,0.100075557245,0.184466019417,4.0,3.0,0.102244389027,0.0936073059361,0.0,1.09708737864,5.0
AAA,DefaultProbCons,0.244943820225,0.213446475196,0.22919514771,0.0701754385965,0.244943820225,1.05813953488,0.716374451362,0.838983050847,4.0,430.0,455.0,408.0,0.242441466855,0.26976744186,8.43636363636,2.0,0.244943820225,0.213446475196,0.0701754385965,1.05813953488,2.875
RuBisCO_large_NC,DefaultProbCons,0.553447185326,0.480452448935,0.51694981713,0.103594080338,0.553447185326,1.39919354839,0.497711728506,0.699507389163,7.0,496.0,694.0,471.0,0.0376942527434,0.0852534562212,3.7,2.0,0.553447185326,0.480452448935,0.103594080338,1.39919354839,5.85714285714
lipocalin,DefaultProbCons,0.179845093199,0.138848731765,0.159346912482,0.0,0.179845093199,1.91904761905,0.79972752457,0.911764705882,15.0,210.0,403.0,181.0,0.0710226446429,0.232063492063,3.82722513089,2.0,0.179845093199,0.138848731765,0.0,1.91904761905,10.2333333333
bac_luciferase,DefaultProbCons,0.172526573998,0.149222065064,0.160874319531,0.0297619047619,0.172526573998,1.24107142857,0.698817114418,0.837104072398,4.0,336.0,417.0,326.0,0.196194819629,0.177827380952,12.5789473684,2.0,0.172526573998,0.149222065064,0.0297619047619,1.24107142857,2.0
ngf,DefaultProbCons,0.748643761302,0.646875,0.697759380651,0.453703703704,0.748643761302,1.25,0.432814449081,0.471698113208,4.0,116.0,145.0,113.0,0.0242392224855,0.0581896551724,1.5,1.0,0.748643761302,0.646875,0.453703703704,1.25,0.625
LIM,DefaultProbCons,0.696691176471,0.611290322581,0.653990749526,0.30487804878,0.696691176471,1.18604651163,0.472027358929,0.6,5.0,86.0,102.0,85.0,0.159222538748,0.188372093023,6.75,4.5,0.696691176471,0.611290322581,0.30487804878,1.18604651163,5.9
TyrKc,DefaultProbCons,0.506214451232,0.443357933579,0.474786192406,0.0846905537459,0.506214451232,1.39549839228,0.549611150813,0.649606299213,7.0,311.0,434.0,300.0,0.0588403263424,0.111621497474,4.33928571429,2.0,0.506214451232,0.443357933579,0.0846905537459,1.39549839228,5.35714285714
gtp,DefaultProbCons,0.370126448894,0.306902577545,0.338514513219,0.0315789473684,0.370126448894,1.41904761905,0.665527900799,0.845161290323,8.0,210.0,298.0,190.0,0.0496053922461,0.167857142857,4.47619047619,4.0,0.370126448894,0.306902577545,0.0315789473684,1.41904761905,6.0625
toxin_2,DefaultProbCons,0.698593436035,0.60437490946,0.651484172747,0.0,0.698593436035,1.70833333333,0.587398776631,0.766666666667,21.0,48.0,82.0,40.0,0.0729158793104,0.251984126984,2.91954022989,2.0,0.698593436035,0.60437490946,0.0,1.70833333333,2.85714285714
serpin,DefaultProbCons,0.346167995095,0.279560308972,0.312864152034,0.0678391959799,0.346167995095,1.55635491607,0.657316176233,0.752808988764,8.0,417.0,649.0,385.0,0.019031764791,0.097721822542,3.01851851852,2.0,0.346167995095,0.279560308972,0.0678391959799,1.55635491607,2.625
MHC_II_beta_NC,DefaultProbCons,0.582635983264,0.508211678832,0.545423831048,0.247368421053,0.582635983264,1.22119815668,0.542842294496,0.78021978022,4.0,217.0,265.0,213.0,0.0736920519359,0.111751152074,7.46153846154,1.0,0.582635983264,0.508211678832,0.247368421053,1.22119815668,10.75
hom,DefaultProbCons,0.259393063584,0.231165486156,0.24527927487,0.0,0.259393063584,1.08163265306,0.647106699063,0.839285714286,8.0,98.0,106.0,77.0,0.138731026336,0.352040816327,9.51724137931,6.0,0.259393063584,0.231165486156,0.0,1.08163265306,6.3125
cytprime,DefaultProbCons,0.247440273038,0.195945945946,0.221693109492,0.031007751938,0.247440273038,1.375,0.732550430418,0.786885245902,4.0,136.0,187.0,131.0,0.0196078431373,0.0606617647059,1.83333333333,1.5,0.247440273038,0.195945945946,0.031007751938,1.375,0.875
cryst,DefaultProbCons,0.450461930551,0.399547894886,0.425004912718,0.0165745856354,0.450461930551,1.38541666667,0.555849520145,0.811320754717,7.0,192.0,266.0,181.0,0.0172490449038,0.0900297619048,1.59210526316,1.0,0.450461930551,0.399547894886,0.0165745856354,1.38541666667,1.64285714286
phoslip,DefaultProbCons,0.636315824075,0.538949830169,0.587632827122,0.183823529412,0.636315824075,1.68613138686,0.510823974634,0.699115044248,18.0,137.0,231.0,124.0,0.0134832511611,0.111922141119,2.33898305085,1.0,0.636315824075,0.538949830169,0.183823529412,1.68613138686,1.05555555556
rhv,DefaultProbCons,0.297592483852,0.241356319649,0.269474401751,0.0289210233593,0.297592483852,1.37820512821,0.668656174774,0.770226537217,6.0,936.0,1290.0,854.0,0.0811862319636,0.165776353276,7.2734375,3.0,0.297592483852,0.241356319649,0.0289210233593,1.37820512821,14.9166666667
glnasn,DefaultProbCons,0.60982830077,0.533402382185,0.571615341478,0.297872340426,0.60982830077,1.23952095808,0.482811077208,0.541538461538,4.0,334.0,414.0,331.0,0.0166058278845,0.0224550898204,1.76470588235,1.0,0.60982830077,0.533402382185,0.297872340426,1.23952095808,0.375
Ald_Xan_dh_2,DefaultProbCons,0.317853817505,0.256383777694,0.287118797599,0.0516826923077,0.317853817505,1.41581920904,0.681785078547,0.782786885246,6.0,885.0,1253.0,804.0,0.0537143829115,0.137288135593,6.02479338843,3.0,0.317853817505,0.256383777694,0.0516826923077,1.41581920904,23.3333333333
CPSase_L_chain,DefaultProbCons,0.276767676768,0.221682847896,0.249225262332,0.0416666666667,0.276767676768,1.26573426573,0.769613204258,0.868686868687,4.0,143.0,181.0,127.0,0.0924171030388,0.190559440559,3.89285714286,3.0,0.276767676768,0.221682847896,0.0416666666667,1.26573426573,3.25
Glyco_hydro_18_D2,DefaultProbCons,0.3125,0.25641025641,0.284455128205,0.0933333333333,0.3125,1.2967032967,0.764631452933,0.826086956522,4.0,91.0,118.0,88.0,0.14980268229,0.192307692308,3.88888888889,2.0,0.3125,0.25641025641,0.0933333333333,1.2967032967,0.25
EFTU_2,DefaultProbCons,0.383561643836,0.355072463768,0.369317053802,0.0,0.383561643836,1.096,0.603161530548,0.869565217391,4.0,125.0,137.0,118.0,0.113083202854,0.184,7.07692307692,4.0,0.383561643836,0.355072463768,0.0,1.096,6.625
ABC_tran,DefaultProbCons,0.185892725937,0.158471656749,0.172182191343,0.0380952380952,0.185892725937,1.30225988701,0.752259883792,0.830769230769,6.0,354.0,461.0,294.0,0.0911777784344,0.278248587571,6.87209302326,3.0,0.185892725937,0.158471656749,0.0380952380952,1.30225988701,7.91666666667
alpha-amylase,DefaultProbCons,0.170027636623,0.119149361521,0.144588499072,0.00144717800289,0.170027636623,1.92179487179,0.768433957998,0.888888888889,23.0,780.0,1499.0,505.0,0.108398670375,0.484671125975,10.2535377358,5.0,0.170027636623,0.119149361521,0.00144717800289,1.92179487179,15.0217391304
toxin,DefaultProbCons,0.671127710343,0.588411861015,0.629769785679,0.116883116883,0.671127710343,1.88461538462,0.569407808577,0.75,20.0,78.0,147.0,74.0,0.0817944685326,0.185897435897,2.58928571429,1.0,0.671127710343,0.588411861015,0.116883116883,1.88461538462,3.325
Peptidase_M24,DefaultProbCons,0.110928512736,0.1,0.105464256368,0.0263157894737,0.110928512736,1.04132231405,0.778699499205,0.857142857143,4.0,363.0,378.0,295.0,0.077342944429,0.263774104683,8.70454545455,3.0,0.110928512736,0.1,0.0263157894737,1.04132231405,6.5
LDLa,DefaultProbCons,0.746478873239,0.697368421053,0.721923647146,0.511627906977,0.746478873239,1.125,0.543583686876,0.615384615385,4.0,48.0,54.0,46.0,0.0890806145093,0.135416666667,2.16666666667,2.0,0.746478873239,0.697368421053,0.511627906977,1.125,1.875
sugbp,DefaultProbCons,0.155384615385,0.122276029056,0.13883032222,0.0,0.155384615385,1.37689969605,0.762125149573,0.807272727273,4.0,329.0,453.0,309.0,0.0586998358633,0.108662613982,2.97916666667,2.0,0.155384615385,0.122276029056,0.0,1.37689969605,4.625
oat,DefaultProbCons,0.196825396825,0.155713687735,0.17626954228,0.0318181818182,0.196825396825,1.3313253012,0.761455715607,0.798507462687,4.0,498.0,663.0,462.0,0.0552458164422,0.133534136546,4.3606557377,2.0,0.196825396825,0.155713687735,0.0318181818182,1.3313253012,6.375
WW,DefaultProbCons,0.115853658537,0.0959595959596,0.105906627248,0.0217391304348,0.115853658537,1.21568627451,0.710407900063,0.810810810811,4.0,51.0,62.0,50.0,0.187774490438,0.220588235294,5.0,5.0,0.115853658537,0.0959595959596,0.0217391304348,1.21568627451,4.25
LuxS,DefaultProbCons,0.440607734807,0.375294117647,0.407950926227,0.145569620253,0.440607734807,1.2962962963,0.574859638103,0.65306122449,4.0,162.0,210.0,155.0,0.0333890281647,0.0756172839506,1.96,1.0,0.440607734807,0.375294117647,0.145569620253,1.2962962963,0.875
msb,DefaultProbCons,0.240372407956,0.180661577608,0.210516992782,0.0,0.240372407956,1.60759493671,0.733829693113,0.857142857143,8.0,158.0,254.0,144.0,0.0876615953745,0.20253164557,3.71014492754,2.0,0.240372407956,0.180661577608,0.0,1.60759493671,7.3125
ghf7,DefaultProbCons,0.50103950104,0.42997323818,0.46550636961,0.177057356608,0.50103950104,1.24115044248,0.526189692191,0.59585492228,4.0,452.0,561.0,433.0,0.0651146899482,0.116703539823,4.48936170213,3.0,0.50103950104,0.42997323818,0.177057356608,1.24115044248,1.5
proteasome,DefaultProbCons,0.136229127034,0.098220749038,0.117224938036,0.0,0.136229127034,2.1003236246,0.78293039232,0.896551724138,17.0,309.0,649.0,250.0,0.0913473806219,0.277174947649,5.35294117647,2.0,0.136229127034,0.098220749038,0.0,2.1003236246,13.9117647059
plantltp,DefaultProbCons,0.57650273224,0.507821901324,0.542162316782,0.10989010989,0.57650273224,1.26041666667,0.511895604396,0.763888888889,5.0,96.0,121.0,93.0,0.0807524091027,0.0833333333333,2.0,1.0,0.57650273224,0.507821901324,0.10989010989,1.26041666667,1.2
reductases,DefaultProbCons,0.195022732711,0.167937358335,0.181480045523,0.015479876161,0.195022732711,1.32681564246,0.77855309792,0.848888888889,7.0,358.0,475.0,308.0,0.114793970563,0.254588986433,5.22950819672,3.0,0.195022732711,0.167937358335,0.015479876161,1.32681564246,14.4285714286
mmp,DefaultProbCons,0.588717454195,0.513240857503,0.550979155849,0.153846153846,0.588717454195,1.36111111111,0.449466071387,0.527950310559,6.0,180.0,245.0,174.0,0.0416093863995,0.0888888888889,3.84,3.0,0.588717454195,0.513240857503,0.153846153846,1.36111111111,2.83333333333
FAD-oxidase_C,DefaultProbCons,0.0880195599022,0.075,0.0815097799511,0.0034965034965,0.0880195599022,1.1825613079,0.892280673019,0.938775510204,4.0,367.0,434.0,324.0,0.126136531792,0.232288828338,5.68333333333,4.0,0.0880195599022,0.075,0.0034965034965,1.1825613079,2.75
squash,DefaultProbCons,0.664429530201,0.589285714286,0.626857622244,0.413793103448,0.664429530201,1.19444444444,0.522129477589,0.714285714286,4.0,36.0,43.0,36.0,0.135516142997,0.159722222222,1.64285714286,1.0,0.664429530201,0.589285714286,0.413793103448,1.19444444444,1.25
ppase,DefaultProbCons,0.208105147864,0.187192118227,0.197648633045,0.0,0.208105147864,1.04861111111,0.610618569508,0.730994152047,4.0,288.0,302.0,282.0,0.313636897005,0.305555555556,9.51351351351,3.0,0.208105147864,0.187192118227,0.0,1.04861111111,30.375
biotin_lipoyl,DefaultProbCons,0.212166172107,0.178415470992,0.195290821549,0.0,0.212166172107,1.26785714286,0.71074070732,0.835443037975,7.0,112.0,142.0,106.0,0.124552771375,0.255102040816,7.14285714286,6.0,0.212166172107,0.178415470992,0.0,1.26785714286,10.3571428571
tgfb,DefaultProbCons,0.501407129456,0.451054852321,0.476230990888,0.0598290598291,0.501407129456,1.31355932203,0.56180829161,0.8,8.0,118.0,155.0,112.0,0.177294756028,0.172669491525,4.40540540541,1.0,0.501407129456,0.451054852321,0.0598290598291,1.31355932203,2.625
ghf22,DefaultProbCons,0.741314357472,0.648163962425,0.694739159949,0.261538461538,0.741314357472,1.43511450382,0.485511040209,0.691056910569,12.0,131.0,188.0,130.0,0.0281447858319,0.0343511450382,1.35,1.0,0.741314357472,0.648163962425,0.261538461538,1.43511450382,0.833333333333
Sulfotransfer,DefaultProbCons,0.0926019124308,0.0768267223382,0.0847143173845,0.0101351351351,0.0926019124308,1.2467191601,0.738017462322,0.872340425532,5.0,381.0,475.0,342.0,0.149749773347,0.260367454068,7.1884057971,3.0,0.0926019124308,0.0768267223382,0.0101351351351,1.2467191601,14.3
scorptoxin,DefaultProbCons,0.667785234899,0.590855106888,0.629320170894,0.164383561644,0.667785234899,1.27027027027,0.536707070444,0.716666666667,8.0,74.0,94.0,67.0,0.0198719362624,0.125,2.24242424242,2.0,0.667785234899,0.590855106888,0.164383561644,1.27027027027,1.25
protg,DefaultProbCons,0.445182724252,0.390670553936,0.417926639094,0.0,0.445182724252,1.15294117647,0.507921318448,0.875,4.0,85.0,98.0,78.0,0.167342132591,0.232352941176,6.07692307692,3.0,0.445182724252,0.390670553936,0.0,1.15294117647,8.25
grs,DefaultProbCons,0.366743753173,0.287800991501,0.327272372337,0.00581395348837,0.366743753173,1.68100358423,0.696780727804,0.828715365239,11.0,558.0,938.0,482.0,0.10198374085,0.189638318671,3.95918367347,2.0,0.366743753173,0.287800991501,0.00581395348837,1.68100358423,11.1818181818
ltn,DefaultProbCons,0.570003192848,0.485320103303,0.527661648075,0.142292490119,0.570003192848,1.50889679715,0.500762969329,0.671361502347,12.0,281.0,424.0,253.0,0.0337175469978,0.165776986951,3.90909090909,3.0,0.570003192848,0.485320103303,0.142292490119,1.50889679715,10.0416666667
cyt3,DefaultProbCons,0.364341085271,0.308601444517,0.336471264894,0.0593220338983,0.364341085271,1.39230769231,0.596915099147,0.747572815534,6.0,130.0,181.0,118.0,0.0395347660636,0.153846153846,3.75,2.0,0.364341085271,0.308601444517,0.0593220338983,1.39230769231,0.916666666667
HGTP_anticodon,DefaultProbCons,0.0973526900085,0.0786749482402,0.0880138191244,0.0,0.0973526900085,1.37007874016,0.779268400873,0.864583333333,6.0,127.0,174.0,115.0,0.0811424571319,0.177165354331,4.21875,3.0,0.0973526900085,0.0786749482402,0.0,1.37007874016,4.08333333333
seatoxin,DefaultProbCons,0.539682539683,0.472222222222,0.505952380952,0.0816326530612,0.539682539683,1.25925925926,0.574178324287,0.783783783784,5.0,54.0,68.0,49.0,0.0531147865999,0.12962962963,1.94444444444,2.0,0.539682539683,0.472222222222,0.0816326530612,1.25925925926,0.9
response_reg,DefaultProbCons,0.226774726099,0.170234339793,0.198504532946,0.0,0.226774726099,2.07692307692,0.746977090813,0.880341880342,13.0,156.0,324.0,142.0,0.0674771058994,0.21449704142,3.56557377049,2.0,0.226774726099,0.170234339793,0.0,2.07692307692,4.88461538462
tim,DefaultProbCons,0.534211691763,0.436493576986,0.485352634374,0.131274131274,0.534211691763,1.66923076923,0.525398788857,0.612244897959,10.0,260.0,434.0,255.0,0.0127607629715,0.0403846153846,2.05882352941,2.0,0.534211691763,0.436493576986,0.131274131274,1.66923076923,2.75
igV,DefaultProbCons,0.14724615961,0.114778037383,0.131012098497,0.0,0.14724615961,1.65693430657,0.81766256597,0.936170212766,9.0,137.0,227.0,118.0,0.0733912303977,0.206812652068,2.60204081633,2.0,0.14724615961,0.114778037383,0.0,1.65693430657,1.72222222222
hip,DefaultProbCons,0.479853479853,0.395770392749,0.437811936301,0.119047619048,0.479853479853,1.35227272727,0.666263277859,0.80701754386,5.0,88.0,119.0,85.0,0.131144837713,0.156818181818,2.76,2.0,0.479853479853,0.395770392749,0.119047619048,1.35227272727,1.5
